path,pitch,yaw
HeadPose\Pointing04\personne08150+0+60.jpg,+0,+60
HeadPose\Pointing04\personne08151+0+75.jpg,+0,+75
HeadPose\Pointing04\personne08152+0+90.jpg,+0,+90
HeadPose\Pointing04\personne08153+15-90.jpg,+15,-90
HeadPose\Pointing04\personne08154+15-75.jpg,+15,-75
HeadPose\Pointing04\personne08155+15-60.jpg,+15,-60
HeadPose\Pointing04\personne08156+15-45.jpg,+15,-45
HeadPose\Pointing04\personne08157+15-30.jpg,+15,-30
HeadPose\Pointing04\personne08158+15-15.jpg,+15,-15
HeadPose\Pointing04\personne08159+15+0.jpg,+15,+0
HeadPose\Pointing04\personne08160+15+15.jpg,+15,+15
HeadPose\Pointing04\personne08161+15+30.jpg,+15,+30
HeadPose\Pointing04\personne08162+15+45.jpg,+15,+45
HeadPose\Pointing04\personne08163+15+60.jpg,+15,+60
HeadPose\Pointing04\personne08164+15+75.jpg,+15,+75
HeadPose\Pointing04\personne08165+15+90.jpg,+15,+90
HeadPose\Pointing04\personne08166+30-90.jpg,+30,-90
HeadPose\Pointing04\personne08167+30-75.jpg,+30,-75
HeadPose\Pointing04\personne08168+30-60.jpg,+30,-60
HeadPose\Pointing04\personne08169+30-45.jpg,+30,-45
HeadPose\Pointing04\personne08170+30-30.jpg,+30,-30
HeadPose\Pointing04\personne08171+30-15.jpg,+30,-15
HeadPose\Pointing04\personne08172+30+0.jpg,+30,+0
HeadPose\Pointing04\personne08173+30+15.jpg,+30,+15
HeadPose\Pointing04\personne08174+30+30.jpg,+30,+30
HeadPose\Pointing04\personne08175+30+45.jpg,+30,+45
HeadPose\Pointing04\personne08176+30+60.jpg,+30,+60
HeadPose\Pointing04\personne08177+30+75.jpg,+30,+75
HeadPose\Pointing04\personne08178+30+90.jpg,+30,+90
HeadPose\Pointing04\personne08179+60-90.jpg,+60,-90
HeadPose\Pointing04\personne08180+60-75.jpg,+60,-75
HeadPose\Pointing04\personne08181+60-60.jpg,+60,-60
HeadPose\Pointing04\personne08182+60-45.jpg,+60,-45
HeadPose\Pointing04\personne08183+60-30.jpg,+60,-30
HeadPose\Pointing04\personne08184+60-15.jpg,+60,-15
HeadPose\Pointing04\personne08185+60+0.jpg,+60,+0
HeadPose\Pointing04\personne08186+60+15.jpg,+60,+15
HeadPose\Pointing04\personne08187+60+30.jpg,+60,+30
HeadPose\Pointing04\personne08188+60+45.jpg,+60,+45
HeadPose\Pointing04\personne08189+60+60.jpg,+60,+60
HeadPose\Pointing04\personne08190+60+75.jpg,+60,+75
HeadPose\Pointing04\personne08191+60+90.jpg,+60,+90
HeadPose\Pointing04\personne08192+90+0.jpg,+90,+0
HeadPose\Pointing04\personne08200-90+0.jpg,-90,+0
HeadPose\Pointing04\personne08201-60-90.jpg,-60,-90
HeadPose\Pointing04\personne08202-60-75.jpg,-60,-75
HeadPose\Pointing04\personne08203-60-60.jpg,-60,-60
HeadPose\Pointing04\personne08204-60-45.jpg,-60,-45
HeadPose\Pointing04\personne08205-60-30.jpg,-60,-30
HeadPose\Pointing04\personne08206-60-15.jpg,-60,-15
HeadPose\Pointing04\personne08207-60+0.jpg,-60,+0
HeadPose\Pointing04\personne08208-60+15.jpg,-60,+15
HeadPose\Pointing04\personne08209-60+30.jpg,-60,+30
HeadPose\Pointing04\personne08210-60+45.jpg,-60,+45
HeadPose\Pointing04\personne08211-60+60.jpg,-60,+60
HeadPose\Pointing04\personne08212-60+75.jpg,-60,+75
HeadPose\Pointing04\personne08213-60+90.jpg,-60,+90
HeadPose\Pointing04\personne08214-30-90.jpg,-30,-90
HeadPose\Pointing04\personne08215-30-75.jpg,-30,-75
HeadPose\Pointing04\personne08216-30-60.jpg,-30,-60
HeadPose\Pointing04\personne08217-30-45.jpg,-30,-45
HeadPose\Pointing04\personne08218-30-30.jpg,-30,-30
HeadPose\Pointing04\personne08219-30-15.jpg,-30,-15
HeadPose\Pointing04\personne08220-30+0.jpg,-30,+0
HeadPose\Pointing04\personne08221-30+15.jpg,-30,+15
HeadPose\Pointing04\personne08222-30+30.jpg,-30,+30
HeadPose\Pointing04\personne08223-30+45.jpg,-30,+45
HeadPose\Pointing04\personne08224-30+60.jpg,-30,+60
HeadPose\Pointing04\personne08225-30+75.jpg,-30,+75
HeadPose\Pointing04\personne08226-30+90.jpg,-30,+90
HeadPose\Pointing04\personne08227-15-90.jpg,-15,-90
HeadPose\Pointing04\personne08228-15-75.jpg,-15,-75
HeadPose\Pointing04\personne08229-15-60.jpg,-15,-60
HeadPose\Pointing04\personne08230-15-45.jpg,-15,-45
HeadPose\Pointing04\personne08231-15-30.jpg,-15,-30
HeadPose\Pointing04\personne08232-15-15.jpg,-15,-15
HeadPose\Pointing04\personne08233-15+0.jpg,-15,+0
HeadPose\Pointing04\personne08234-15+15.jpg,-15,+15
HeadPose\Pointing04\personne08235-15+30.jpg,-15,+30
HeadPose\Pointing04\personne08236-15+45.jpg,-15,+45
HeadPose\Pointing04\personne08237-15+60.jpg,-15,+60
HeadPose\Pointing04\personne08238-15+75.jpg,-15,+75
HeadPose\Pointing04\personne08239-15+90.jpg,-15,+90
HeadPose\Pointing04\personne08240+0-90.jpg,+0,-90
HeadPose\Pointing04\personne08241+0-75.jpg,+0,-75
HeadPose\Pointing04\personne08242+0-60.jpg,+0,-60
HeadPose\Pointing04\personne08243+0-45.jpg,+0,-45
HeadPose\Pointing04\personne08244+0-30.jpg,+0,-30
HeadPose\Pointing04\personne08245+0-15.jpg,+0,-15
HeadPose\Pointing04\personne08246+0+0.jpg,+0,+0
HeadPose\Pointing04\personne08247+0+15.jpg,+0,+15
HeadPose\Pointing04\personne08248+0+30.jpg,+0,+30
HeadPose\Pointing04\personne08249+0+45.jpg,+0,+45
HeadPose\Pointing04\personne08250+0+60.jpg,+0,+60
HeadPose\Pointing04\personne08251+0+75.jpg,+0,+75
HeadPose\Pointing04\personne08252+0+90.jpg,+0,+90
HeadPose\Pointing04\personne08253+15-90.jpg,+15,-90
HeadPose\Pointing04\personne08254+15-75.jpg,+15,-75
HeadPose\Pointing04\personne08255+15-60.jpg,+15,-60
HeadPose\Pointing04\personne08256+15-45.jpg,+15,-45
HeadPose\Pointing04\personne08257+15-30.jpg,+15,-30
HeadPose\Pointing04\personne08258+15-15.jpg,+15,-15
HeadPose\Pointing04\personne08259+15+0.jpg,+15,+0
HeadPose\Pointing04\personne08260+15+15.jpg,+15,+15
HeadPose\Pointing04\personne08261+15+30.jpg,+15,+30
HeadPose\Pointing04\personne08262+15+45.jpg,+15,+45
HeadPose\Pointing04\personne08263+15+60.jpg,+15,+60
HeadPose\Pointing04\personne08264+15+75.jpg,+15,+75
HeadPose\Pointing04\personne08265+15+90.jpg,+15,+90
HeadPose\Pointing04\personne08266+30-90.jpg,+30,-90
HeadPose\Pointing04\personne08267+30-75.jpg,+30,-75
HeadPose\Pointing04\personne08268+30-60.jpg,+30,-60
HeadPose\Pointing04\personne08269+30-45.jpg,+30,-45
HeadPose\Pointing04\personne08270+30-30.jpg,+30,-30
HeadPose\Pointing04\personne08271+30-15.jpg,+30,-15
HeadPose\Pointing04\personne08272+30+0.jpg,+30,+0
HeadPose\Pointing04\personne08273+30+15.jpg,+30,+15
HeadPose\Pointing04\personne08274+30+30.jpg,+30,+30
HeadPose\Pointing04\personne08275+30+45.jpg,+30,+45
HeadPose\Pointing04\personne08276+30+60.jpg,+30,+60
HeadPose\Pointing04\personne08277+30+75.jpg,+30,+75
HeadPose\Pointing04\personne08278+30+90.jpg,+30,+90
HeadPose\Pointing04\personne08279+60-90.jpg,+60,-90
HeadPose\Pointing04\personne08280+60-75.jpg,+60,-75
HeadPose\Pointing04\personne08281+60-60.jpg,+60,-60
HeadPose\Pointing04\personne08282+60-45.jpg,+60,-45
HeadPose\Pointing04\personne08283+60-30.jpg,+60,-30
HeadPose\Pointing04\personne08284+60-15.jpg,+60,-15
HeadPose\Pointing04\personne08285+60+0.jpg,+60,+0
HeadPose\Pointing04\personne08286+60+15.jpg,+60,+15
HeadPose\Pointing04\personne08287+60+30.jpg,+60,+30
HeadPose\Pointing04\personne08288+60+45.jpg,+60,+45
HeadPose\Pointing04\personne08289+60+60.jpg,+60,+60
HeadPose\Pointing04\personne08290+60+75.jpg,+60,+75
HeadPose\Pointing04\personne08291+60+90.jpg,+60,+90
HeadPose\Pointing04\personne08292+90+0.jpg,+90,+0
HeadPose\Pointing04\personne09100-90+0.jpg,-90,+0
HeadPose\Pointing04\personne09101-60-90.jpg,-60,-90
HeadPose\Pointing04\personne09102-60-75.jpg,-60,-75
HeadPose\Pointing04\personne09103-60-60.jpg,-60,-60
HeadPose\Pointing04\personne09104-60-45.jpg,-60,-45
HeadPose\Pointing04\personne09105-60-30.jpg,-60,-30
HeadPose\Pointing04\personne09106-60-15.jpg,-60,-15
HeadPose\Pointing04\personne09107-60+0.jpg,-60,+0
HeadPose\Pointing04\personne09108-60+15.jpg,-60,+15
HeadPose\Pointing04\personne09109-60+30.jpg,-60,+30
HeadPose\Pointing04\personne09110-60+45.jpg,-60,+45
HeadPose\Pointing04\personne09111-60+60.jpg,-60,+60
HeadPose\Pointing04\personne09112-60+75.jpg,-60,+75
HeadPose\Pointing04\personne09113-60+90.jpg,-60,+90
HeadPose\Pointing04\personne09114-30-90.jpg,-30,-90
HeadPose\Pointing04\personne09115-30-75.jpg,-30,-75
HeadPose\Pointing04\personne09116-30-60.jpg,-30,-60
HeadPose\Pointing04\personne09117-30-45.jpg,-30,-45
HeadPose\Pointing04\personne09118-30-30.jpg,-30,-30
HeadPose\Pointing04\personne09119-30-15.jpg,-30,-15
HeadPose\Pointing04\personne09120-30+0.jpg,-30,+0
HeadPose\Pointing04\personne09121-30+15.jpg,-30,+15
HeadPose\Pointing04\personne09122-30+30.jpg,-30,+30
HeadPose\Pointing04\personne09123-30+45.jpg,-30,+45
HeadPose\Pointing04\personne09124-30+60.jpg,-30,+60
HeadPose\Pointing04\personne09125-30+75.jpg,-30,+75
HeadPose\Pointing04\personne09126-30+90.jpg,-30,+90
HeadPose\Pointing04\personne09127-15-90.jpg,-15,-90
HeadPose\Pointing04\personne09128-15-75.jpg,-15,-75
HeadPose\Pointing04\personne09129-15-60.jpg,-15,-60
HeadPose\Pointing04\personne09130-15-45.jpg,-15,-45
HeadPose\Pointing04\personne09131-15-30.jpg,-15,-30
HeadPose\Pointing04\personne09132-15-15.jpg,-15,-15
HeadPose\Pointing04\personne09133-15+0.jpg,-15,+0
HeadPose\Pointing04\personne09134-15+15.jpg,-15,+15
HeadPose\Pointing04\personne09135-15+30.jpg,-15,+30
HeadPose\Pointing04\personne09136-15+45.jpg,-15,+45
HeadPose\Pointing04\personne09137-15+60.jpg,-15,+60
HeadPose\Pointing04\personne09138-15+75.jpg,-15,+75
HeadPose\Pointing04\personne09139-15+90.jpg,-15,+90
HeadPose\Pointing04\personne09140+0-90.jpg,+0,-90
HeadPose\Pointing04\personne09141+0-75.jpg,+0,-75
HeadPose\Pointing04\personne09142+0-60.jpg,+0,-60
HeadPose\Pointing04\personne09143+0-45.jpg,+0,-45
HeadPose\Pointing04\personne09144+0-30.jpg,+0,-30
HeadPose\Pointing04\personne09145+0-15.jpg,+0,-15
HeadPose\Pointing04\personne09146+0+0.jpg,+0,+0
HeadPose\Pointing04\personne09147+0+15.jpg,+0,+15
HeadPose\Pointing04\personne09148+0+30.jpg,+0,+30
HeadPose\Pointing04\personne09149+0+45.jpg,+0,+45
HeadPose\Pointing04\personne09150+0+60.jpg,+0,+60
HeadPose\Pointing04\personne09151+0+75.jpg,+0,+75
HeadPose\Pointing04\personne09152+0+90.jpg,+0,+90
HeadPose\Pointing04\personne09153+15-90.jpg,+15,-90
HeadPose\Pointing04\personne09154+15-75.jpg,+15,-75
HeadPose\Pointing04\personne09155+15-60.jpg,+15,-60
HeadPose\Pointing04\personne09156+15-45.jpg,+15,-45
HeadPose\Pointing04\personne09157+15-30.jpg,+15,-30
HeadPose\Pointing04\personne09158+15-15.jpg,+15,-15
HeadPose\Pointing04\personne09159+15+0.jpg,+15,+0
HeadPose\Pointing04\personne09160+15+15.jpg,+15,+15
HeadPose\Pointing04\personne09161+15+30.jpg,+15,+30
HeadPose\Pointing04\personne09162+15+45.jpg,+15,+45
HeadPose\Pointing04\personne09163+15+60.jpg,+15,+60
HeadPose\Pointing04\personne09164+15+75.jpg,+15,+75
HeadPose\Pointing04\personne09165+15+90.jpg,+15,+90
HeadPose\Pointing04\personne09166+30-90.jpg,+30,-90
HeadPose\Pointing04\personne09167+30-75.jpg,+30,-75
HeadPose\Pointing04\personne09168+30-60.jpg,+30,-60
HeadPose\Pointing04\personne09169+30-45.jpg,+30,-45
HeadPose\Pointing04\personne09170+30-30.jpg,+30,-30
HeadPose\Pointing04\personne09171+30-15.jpg,+30,-15
HeadPose\Pointing04\personne09172+30+0.jpg,+30,+0
HeadPose\Pointing04\personne09173+30+15.jpg,+30,+15
HeadPose\Pointing04\personne09174+30+30.jpg,+30,+30
HeadPose\Pointing04\personne09175+30+45.jpg,+30,+45
HeadPose\Pointing04\personne09176+30+60.jpg,+30,+60
HeadPose\Pointing04\personne09177+30+75.jpg,+30,+75
HeadPose\Pointing04\personne09178+30+90.jpg,+30,+90
HeadPose\Pointing04\personne09179+60-90.jpg,+60,-90
HeadPose\Pointing04\personne09180+60-75.jpg,+60,-75
HeadPose\Pointing04\personne09181+60-60.jpg,+60,-60
HeadPose\Pointing04\personne09182+60-45.jpg,+60,-45
HeadPose\Pointing04\personne09183+60-30.jpg,+60,-30
HeadPose\Pointing04\personne09184+60-15.jpg,+60,-15
HeadPose\Pointing04\personne09185+60+0.jpg,+60,+0
HeadPose\Pointing04\personne09186+60+15.jpg,+60,+15
HeadPose\Pointing04\personne09187+60+30.jpg,+60,+30
HeadPose\Pointing04\personne09188+60+45.jpg,+60,+45
HeadPose\Pointing04\personne09189+60+60.jpg,+60,+60
HeadPose\Pointing04\personne09190+60+75.jpg,+60,+75
HeadPose\Pointing04\personne09191+60+90.jpg,+60,+90
HeadPose\Pointing04\personne09192+90+0.jpg,+90,+0
HeadPose\Pointing04\personne09200-90+0.jpg,-90,+0
HeadPose\Pointing04\personne09201-60-90.jpg,-60,-90
HeadPose\Pointing04\personne09202-60-75.jpg,-60,-75
HeadPose\Pointing04\personne09203-60-60.jpg,-60,-60
HeadPose\Pointing04\personne09204-60-45.jpg,-60,-45
HeadPose\Pointing04\personne09205-60-30.jpg,-60,-30
HeadPose\Pointing04\personne09206-60-15.jpg,-60,-15
HeadPose\Pointing04\personne09207-60+0.jpg,-60,+0
HeadPose\Pointing04\personne09208-60+15.jpg,-60,+15
HeadPose\Pointing04\personne09209-60+30.jpg,-60,+30
HeadPose\Pointing04\personne09210-60+45.jpg,-60,+45
HeadPose\Pointing04\personne09211-60+60.jpg,-60,+60
HeadPose\Pointing04\personne09212-60+75.jpg,-60,+75
HeadPose\Pointing04\personne09213-60+90.jpg,-60,+90
HeadPose\Pointing04\personne09214-30-90.jpg,-30,-90
HeadPose\Pointing04\personne09215-30-75.jpg,-30,-75
HeadPose\Pointing04\personne09216-30-60.jpg,-30,-60
HeadPose\Pointing04\personne09217-30-45.jpg,-30,-45
HeadPose\Pointing04\personne09218-30-30.jpg,-30,-30
HeadPose\Pointing04\personne09219-30-15.jpg,-30,-15
HeadPose\Pointing04\personne09220-30+0.jpg,-30,+0
HeadPose\Pointing04\personne09221-30+15.jpg,-30,+15
HeadPose\Pointing04\personne09222-30+30.jpg,-30,+30
HeadPose\Pointing04\personne09223-30+45.jpg,-30,+45
HeadPose\Pointing04\personne09224-30+60.jpg,-30,+60
HeadPose\Pointing04\personne09225-30+75.jpg,-30,+75
HeadPose\Pointing04\personne09226-30+90.jpg,-30,+90
HeadPose\Pointing04\personne09227-15-90.jpg,-15,-90
HeadPose\Pointing04\personne09228-15-75.jpg,-15,-75
HeadPose\Pointing04\personne09229-15-60.jpg,-15,-60
HeadPose\Pointing04\personne09230-15-45.jpg,-15,-45
HeadPose\Pointing04\personne09231-15-30.jpg,-15,-30
HeadPose\Pointing04\personne09232-15-15.jpg,-15,-15
HeadPose\Pointing04\personne09233-15+0.jpg,-15,+0
HeadPose\Pointing04\personne09234-15+15.jpg,-15,+15
HeadPose\Pointing04\personne09235-15+30.jpg,-15,+30
HeadPose\Pointing04\personne09236-15+45.jpg,-15,+45
HeadPose\Pointing04\personne09237-15+60.jpg,-15,+60
HeadPose\Pointing04\personne09238-15+75.jpg,-15,+75
HeadPose\Pointing04\personne09239-15+90.jpg,-15,+90
HeadPose\Pointing04\personne09240+0-90.jpg,+0,-90
HeadPose\Pointing04\personne09241+0-75.jpg,+0,-75
HeadPose\Pointing04\personne09242+0-60.jpg,+0,-60
HeadPose\Pointing04\personne09243+0-45.jpg,+0,-45
HeadPose\Pointing04\personne09244+0-30.jpg,+0,-30
HeadPose\Pointing04\personne09245+0-15.jpg,+0,-15
HeadPose\Pointing04\personne09246+0+0.jpg,+0,+0
HeadPose\Pointing04\personne09247+0+15.jpg,+0,+15
HeadPose\Pointing04\personne09248+0+30.jpg,+0,+30
HeadPose\Pointing04\personne09249+0+45.jpg,+0,+45
HeadPose\Pointing04\personne09250+0+60.jpg,+0,+60
HeadPose\Pointing04\personne09251+0+75.jpg,+0,+75
HeadPose\Pointing04\personne09252+0+90.jpg,+0,+90
HeadPose\Pointing04\personne09253+15-90.jpg,+15,-90
HeadPose\Pointing04\personne09254+15-75.jpg,+15,-75
HeadPose\Pointing04\personne09255+15-60.jpg,+15,-60
HeadPose\Pointing04\personne09256+15-45.jpg,+15,-45
HeadPose\Pointing04\personne09257+15-30.jpg,+15,-30
HeadPose\Pointing04\personne09258+15-15.jpg,+15,-15
HeadPose\Pointing04\personne09259+15+0.jpg,+15,+0
HeadPose\Pointing04\personne09260+15+15.jpg,+15,+15
HeadPose\Pointing04\personne09261+15+30.jpg,+15,+30
HeadPose\Pointing04\personne09262+15+45.jpg,+15,+45
HeadPose\Pointing04\personne09263+15+60.jpg,+15,+60
HeadPose\Pointing04\personne09264+15+75.jpg,+15,+75
HeadPose\Pointing04\personne09265+15+90.jpg,+15,+90
HeadPose\Pointing04\personne09266+30-90.jpg,+30,-90
HeadPose\Pointing04\personne09267+30-75.jpg,+30,-75
HeadPose\Pointing04\personne09268+30-60.jpg,+30,-60
HeadPose\Pointing04\personne09269+30-45.jpg,+30,-45
HeadPose\Pointing04\personne09270+30-30.jpg,+30,-30
HeadPose\Pointing04\personne09271+30-15.jpg,+30,-15
HeadPose\Pointing04\personne09272+30+0.jpg,+30,+0
HeadPose\Pointing04\personne09273+30+15.jpg,+30,+15
HeadPose\Pointing04\personne09274+30+30.jpg,+30,+30
HeadPose\Pointing04\personne09275+30+45.jpg,+30,+45
HeadPose\Pointing04\personne09276+30+60.jpg,+30,+60
HeadPose\Pointing04\personne09277+30+75.jpg,+30,+75
HeadPose\Pointing04\personne09278+30+90.jpg,+30,+90
HeadPose\Pointing04\personne09279+60-90.jpg,+60,-90
HeadPose\Pointing04\personne09280+60-75.jpg,+60,-75
HeadPose\Pointing04\personne09281+60-60.jpg,+60,-60
HeadPose\Pointing04\personne09282+60-45.jpg,+60,-45
HeadPose\Pointing04\personne09283+60-30.jpg,+60,-30
HeadPose\Pointing04\personne09284+60-15.jpg,+60,-15
HeadPose\Pointing04\personne09285+60+0.jpg,+60,+0
HeadPose\Pointing04\personne09286+60+15.jpg,+60,+15
HeadPose\Pointing04\personne09287+60+30.jpg,+60,+30
HeadPose\Pointing04\personne09288+60+45.jpg,+60,+45
HeadPose\Pointing04\personne09289+60+60.jpg,+60,+60
HeadPose\Pointing04\personne09290+60+75.jpg,+60,+75
HeadPose\Pointing04\personne09291+60+90.jpg,+60,+90
HeadPose\Pointing04\personne09292+90+0.jpg,+90,+0
HeadPose\Pointing04\personne10100-90+0.jpg,-90,+0
HeadPose\Pointing04\personne10101-60-90.jpg,-60,-90
HeadPose\Pointing04\personne10102-60-75.jpg,-60,-75
HeadPose\Pointing04\personne10103-60-60.jpg,-60,-60
HeadPose\Pointing04\personne10104-60-45.jpg,-60,-45
HeadPose\Pointing04\personne10105-60-30.jpg,-60,-30
HeadPose\Pointing04\personne10106-60-15.jpg,-60,-15
HeadPose\Pointing04\personne10107-60+0.jpg,-60,+0
HeadPose\Pointing04\personne10108-60+15.jpg,-60,+15
HeadPose\Pointing04\personne10109-60+30.jpg,-60,+30
HeadPose\Pointing04\personne10110-60+45.jpg,-60,+45
HeadPose\Pointing04\personne10111-60+60.jpg,-60,+60
HeadPose\Pointing04\personne10112-60+75.jpg,-60,+75
HeadPose\Pointing04\personne10113-60+90.jpg,-60,+90
HeadPose\Pointing04\personne10114-30-90.jpg,-30,-90
HeadPose\Pointing04\personne10115-30-75.jpg,-30,-75
HeadPose\Pointing04\personne10116-30-60.jpg,-30,-60
HeadPose\Pointing04\personne10117-30-45.jpg,-30,-45
HeadPose\Pointing04\personne10118-30-30.jpg,-30,-30
HeadPose\Pointing04\personne10119-30-15.jpg,-30,-15
HeadPose\Pointing04\personne10120-30+0.jpg,-30,+0
HeadPose\Pointing04\personne10121-30+15.jpg,-30,+15
HeadPose\Pointing04\personne10122-30+30.jpg,-30,+30
HeadPose\Pointing04\personne10123-30+45.jpg,-30,+45
HeadPose\Pointing04\personne10124-30+60.jpg,-30,+60
HeadPose\Pointing04\personne10125-30+75.jpg,-30,+75
HeadPose\Pointing04\personne10126-30+90.jpg,-30,+90
HeadPose\Pointing04\personne10127-15-90.jpg,-15,-90
HeadPose\Pointing04\personne10128-15-75.jpg,-15,-75
HeadPose\Pointing04\personne10129-15-60.jpg,-15,-60
HeadPose\Pointing04\personne10130-15-45.jpg,-15,-45
HeadPose\Pointing04\personne10131-15-30.jpg,-15,-30
HeadPose\Pointing04\personne10132-15-15.jpg,-15,-15
HeadPose\Pointing04\personne10133-15+0.jpg,-15,+0
HeadPose\Pointing04\personne10134-15+15.jpg,-15,+15
HeadPose\Pointing04\personne10135-15+30.jpg,-15,+30
HeadPose\Pointing04\personne10136-15+45.jpg,-15,+45
HeadPose\Pointing04\personne10137-15+60.jpg,-15,+60
HeadPose\Pointing04\personne10138-15+75.jpg,-15,+75
HeadPose\Pointing04\personne10139-15+90.jpg,-15,+90
HeadPose\Pointing04\personne10140+0-90.jpg,+0,-90
HeadPose\Pointing04\personne10141+0-75.jpg,+0,-75
HeadPose\Pointing04\personne10142+0-60.jpg,+0,-60
HeadPose\Pointing04\personne10143+0-45.jpg,+0,-45
HeadPose\Pointing04\personne10144+0-30.jpg,+0,-30
HeadPose\Pointing04\personne10145+0-15.jpg,+0,-15
HeadPose\Pointing04\personne10146+0+0.jpg,+0,+0
HeadPose\Pointing04\personne10147+0+15.jpg,+0,+15
HeadPose\Pointing04\personne10148+0+30.jpg,+0,+30
HeadPose\Pointing04\personne10149+0+45.jpg,+0,+45
HeadPose\Pointing04\personne10150+0+60.jpg,+0,+60
HeadPose\Pointing04\personne10151+0+75.jpg,+0,+75
HeadPose\Pointing04\personne10152+0+90.jpg,+0,+90
HeadPose\Pointing04\personne10153+15-90.jpg,+15,-90
HeadPose\Pointing04\personne10154+15-75.jpg,+15,-75
HeadPose\Pointing04\personne10155+15-60.jpg,+15,-60
HeadPose\Pointing04\personne10156+15-45.jpg,+15,-45
HeadPose\Pointing04\personne10157+15-30.jpg,+15,-30
HeadPose\Pointing04\personne10158+15-15.jpg,+15,-15
HeadPose\Pointing04\personne10159+15+0.jpg,+15,+0
HeadPose\Pointing04\personne10160+15+15.jpg,+15,+15
HeadPose\Pointing04\personne10161+15+30.jpg,+15,+30
HeadPose\Pointing04\personne10162+15+45.jpg,+15,+45
HeadPose\Pointing04\personne10163+15+60.jpg,+15,+60
HeadPose\Pointing04\personne10164+15+75.jpg,+15,+75
HeadPose\Pointing04\personne10165+15+90.jpg,+15,+90
HeadPose\Pointing04\personne10166+30-90.jpg,+30,-90
HeadPose\Pointing04\personne10167+30-75.jpg,+30,-75
HeadPose\Pointing04\personne10168+30-60.jpg,+30,-60
HeadPose\Pointing04\personne10169+30-45.jpg,+30,-45
HeadPose\Pointing04\personne10170+30-30.jpg,+30,-30
HeadPose\Pointing04\personne10171+30-15.jpg,+30,-15
HeadPose\Pointing04\personne10172+30+0.jpg,+30,+0
HeadPose\Pointing04\personne10173+30+15.jpg,+30,+15
HeadPose\Pointing04\personne10174+30+30.jpg,+30,+30
HeadPose\Pointing04\personne10175+30+45.jpg,+30,+45
HeadPose\Pointing04\personne10176+30+60.jpg,+30,+60
HeadPose\Pointing04\personne10177+30+75.jpg,+30,+75
HeadPose\Pointing04\personne10178+30+90.jpg,+30,+90
HeadPose\Pointing04\personne10179+60-90.jpg,+60,-90
HeadPose\Pointing04\personne10180+60-75.jpg,+60,-75
HeadPose\Pointing04\personne10181+60-60.jpg,+60,-60
HeadPose\Pointing04\personne10182+60-45.jpg,+60,-45
HeadPose\Pointing04\personne10183+60-30.jpg,+60,-30
HeadPose\Pointing04\personne10184+60-15.jpg,+60,-15
HeadPose\Pointing04\personne10185+60+0.jpg,+60,+0
HeadPose\Pointing04\personne10186+60+15.jpg,+60,+15
HeadPose\Pointing04\personne10187+60+30.jpg,+60,+30
HeadPose\Pointing04\personne10188+60+45.jpg,+60,+45
HeadPose\Pointing04\personne10189+60+60.jpg,+60,+60
HeadPose\Pointing04\personne10190+60+75.jpg,+60,+75
HeadPose\Pointing04\personne10191+60+90.jpg,+60,+90
HeadPose\Pointing04\personne10192+90+0.jpg,+90,+0
HeadPose\Pointing04\personne10200-90+0.jpg,-90,+0
HeadPose\Pointing04\personne10201-60-90.jpg,-60,-90
HeadPose\Pointing04\personne10202-60-75.jpg,-60,-75
HeadPose\Pointing04\personne10203-60-60.jpg,-60,-60
HeadPose\Pointing04\personne10204-60-45.jpg,-60,-45
HeadPose\Pointing04\personne10205-60-30.jpg,-60,-30
HeadPose\Pointing04\personne10206-60-15.jpg,-60,-15
HeadPose\Pointing04\personne10207-60+0.jpg,-60,+0
HeadPose\Pointing04\personne10208-60+15.jpg,-60,+15
HeadPose\Pointing04\personne10209-60+30.jpg,-60,+30
HeadPose\Pointing04\personne10210-60+45.jpg,-60,+45
HeadPose\Pointing04\personne10211-60+60.jpg,-60,+60
HeadPose\Pointing04\personne10212-60+75.jpg,-60,+75
HeadPose\Pointing04\personne10213-60+90.jpg,-60,+90
HeadPose\Pointing04\personne10214-30-90.jpg,-30,-90
HeadPose\Pointing04\personne10215-30-75.jpg,-30,-75
HeadPose\Pointing04\personne10216-30-60.jpg,-30,-60
HeadPose\Pointing04\personne10217-30-45.jpg,-30,-45
HeadPose\Pointing04\personne10218-30-30.jpg,-30,-30
HeadPose\Pointing04\personne10219-30-15.jpg,-30,-15
HeadPose\Pointing04\personne10220-30+0.jpg,-30,+0
HeadPose\Pointing04\personne10221-30+15.jpg,-30,+15
HeadPose\Pointing04\personne10222-30+30.jpg,-30,+30
HeadPose\Pointing04\personne10223-30+45.jpg,-30,+45
HeadPose\Pointing04\personne10224-30+60.jpg,-30,+60
HeadPose\Pointing04\personne10225-30+75.jpg,-30,+75
HeadPose\Pointing04\personne10226-30+90.jpg,-30,+90
HeadPose\Pointing04\personne10227-15-90.jpg,-15,-90
HeadPose\Pointing04\personne10228-15-75.jpg,-15,-75
HeadPose\Pointing04\personne10229-15-60.jpg,-15,-60
HeadPose\Pointing04\personne10230-15-45.jpg,-15,-45
HeadPose\Pointing04\personne10231-15-30.jpg,-15,-30
HeadPose\Pointing04\personne10232-15-15.jpg,-15,-15
HeadPose\Pointing04\personne10233-15+0.jpg,-15,+0
HeadPose\Pointing04\personne10234-15+15.jpg,-15,+15
HeadPose\Pointing04\personne10235-15+30.jpg,-15,+30
